filename,mean,median,min_value,max_value,std_dev,total_pixels,snow pixels,light snow cover,light snow cover percentage,snow_coverage_percentage
Historical_Period_1990-2000,-0.045721292,-0.104444645,-0.38202658,0.79209167,0.198894,9219040,546932,1128762,12.243812804803971,5.932635068293445
