filename,mean,median,min_value,max_value,std_dev,total_pixels,snow pixels,light snow cover,light snow cover percentage,snow_coverage_percentage
Recent_Period_2015-2025,-0.1073249,-0.16145717,-0.5513565,0.7275334,0.16518277,9219040,252012,680959,7.386441538381437,2.733603498845867
